ID,DR_NO,DATE OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Crm Cd Desc,Premis Cd,Premis Desc,Weapon Used Cd,Crm Cd 1,LOCATION,Cross Street,LAT,LON
870100,182017396,09/17/2018 12:00:00 AM,20,Olympic,2071,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",501.0,SINGLE FAMILY DWELLING,0,956.0,1400 S WILTON PL,0,34.0463,-118.3145
870101,181305519,01/26/2018 12:00:00 AM,13,Newton,1372,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",122.0,"VEHICLE, PASSENGER/TRUCK",0,740.0,SLAUSON,AVALON BL,33.9893,-118.2652
870102,180415674,04/18/2018 12:00:00 AM,4,Hollenbeck,429,949,ILLEGAL DUMPING,121.0,YARD (RESIDENTIAL/BUSINESS),0,949.0,3800 STOCKBRIDGE AV,0,34.0896,-118.1634
870103,180714914,08/11/2018 12:00:00 AM,7,Wilshire,759,624,BATTERY - SIMPLE ASSAULT,108.0,PARKING LOT,400.0,624.0,4000 W PICO BL,0,34.0495,-118.3215
870104,181304821,01/15/2018 12:00:00 AM,13,Newton,1372,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,MAIN ST,55TH ST,33.9924,-118.2739
870105,180124491,09/24/2018 12:00:00 AM,1,Central,174,761,BRANDISH WEAPON,210.0,RESTAURANT/FAST FOOD,201.0,761.0,100 W 7TH ST,0,34.0439,-118.2514
870106,191906236,11/30/2018 12:00:00 AM,19,Mission,1985,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",203.0,OTHER BUSINESS,0,668.0,8500 VAN NUYS BL,0,34.2248,-118.4488
870107,181908878,04/04/2018 12:00:00 AM,19,Mission,1971,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,9000 ORION AV,0,34.2338,-118.472
870108,180214206,06/05/2018 12:00:00 AM,2,Rampart,248,354,THEFT OF IDENTITY,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,354.0,300 LOMA DR,0,34.0599,-118.2655
870109,181319256,09/14/2018 12:00:00 AM,13,Newton,1309,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),101.0,STREET,0,420.0,WASHINGTON BL,ALAMEDA ST,34.019,-118.2333
870110,191506719,12/01/2018 12:00:00 AM,15,N Hollywood,1525,121,"RAPE, FORCIBLE",101.0,STREET,400.0,121.0,BECK AV,BURBANK BL,34.1826,-118.3916
870111,180810282,04/28/2018 12:00:00 AM,8,West LA,808,943,CRUELTY TO ANIMALS,501.0,SINGLE FAMILY DWELLING,0,943.0,1700 BENEDICT CANYON DR,0,34.1022,-118.4366
870112,180512210,05/30/2018 12:00:00 AM,5,Harbor,509,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",721.0,HIGH SCHOOL,223.0,230.0,24300 S WESTERN AV,0,33.8044,-118.3075
870113,180718206,10/13/2018 12:00:00 AM,7,Wilshire,776,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),101.0,STREET,0,745.0,1700 VINEYARD AV,0,34.0441,-118.3382
870114,181317435,08/13/2018 12:00:00 AM,13,Newton,1341,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",722.0,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,0,341.0,3500 S HOPE ST,0,34.0193,-118.2785
870115,180908725,04/03/2018 12:00:00 AM,9,Van Nuys,911,510,VEHICLE - STOLEN,101.0,STREET,500.0,510.0,15400 GAULT ST,0,34.1994,-118.4684
870116,180319447,08/21/2018 12:00:00 AM,3,Southwest,326,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",101.0,STREET,223.0,230.0,39TH ST,WESTERN AV,34.0309,-118.3024
870117,181206725,02/06/2018 12:00:00 AM,12,77th Street,1245,210,ROBBERY,101.0,STREET,400.0,210.0,70TH ST,VERMONT AV,33.9763,-118.2916
870118,181804386,01/07/2018 12:00:00 AM,18,Southeast,1832,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",122.0,"VEHICLE, PASSENGER/TRUCK",0,740.0,10500 S FIGUEROA ST,0,33.9408,-118.2826
870119,180307599,02/24/2018 12:00:00 AM,3,Southwest,393,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",122.0,"VEHICLE, PASSENGER/TRUCK",0,740.0,4300 9TH AV,0,34.0055,-118.3267
870120,181917690,09/16/2018 12:00:00 AM,19,Mission,1983,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,8500 BURNET AV,0,34.2246,-118.4633
870121,180314959,06/16/2018 12:00:00 AM,3,Southwest,376,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),104.0,DRIVEWAY,0,420.0,3700 LA SALLE AV,0,34.0178,-118.3057
870122,181209199,03/12/2018 12:00:00 AM,12,77th Street,1273,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,401.0,MINI-MART,511.0,930.0,9100 S WESTERN AV,0,33.9545,-118.309
870123,181712275,06/20/2018 12:00:00 AM,17,Devonshire,1761,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,108.0,PARKING LOT,400.0,627.0,21400 PLUMMER ST,0,34.2427,-118.5976
870124,180815932,09/08/2018 12:00:00 AM,8,West LA,884,310,BURGLARY,203.0,OTHER BUSINESS,0,310.0,10800 W OLYMPIC BL,0,34.045,-118.4299
870125,180317855,07/27/2018 12:00:00 AM,3,Southwest,363,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,DON FELIPE,MARLTON,34.0076,-118.3431
870126,181805850,02/02/2018 12:00:00 AM,18,Southeast,1826,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,930.0,1500 E CENTURY BL,0,33.9456,-118.2481
870127,181510708,05/02/2018 12:00:00 AM,15,N Hollywood,1596,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,11000 VENTURA BL,0,34.1405,-118.3702
870128,190309629,08/01/2018 12:00:00 AM,3,Southwest,325,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,101.0,STREET,511.0,930.0,DANA,VERMONT AV,34.0316,-118.2915
870129,181105626,02/06/2018 12:00:00 AM,11,Northeast,1133,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,2900 GLENHURST AV,0,34.1111,-118.2522
870130,181824422,12/19/2018 12:00:00 AM,18,Southeast,1871,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),101.0,STREET,0,331.0,13900 S VERMONT AV,0,33.9056,-118.2914
870131,181004996,01/23/2018 12:00:00 AM,10,West Valley,1017,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),404.0,DEPARTMENT STORE,0,442.0,17200 SATICOY ST,0,34.2084,-118.5077
870132,181818529,08/24/2018 12:00:00 AM,18,Southeast,1835,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),101.0,STREET,0,420.0,1300 E 106TH ST,0,33.9396,-118.2517
870133,180518424,11/12/2018 12:00:00 AM,5,Harbor,557,510,VEHICLE - STOLEN,108.0,PARKING LOT,0,510.0,500 S GAFFEY ST,0,33.7397,-118.2923
870134,180118220,07/10/2018 12:00:00 AM,1,Central,162,946,OTHER MISCELLANEOUS CRIME,203.0,OTHER BUSINESS,511.0,946.0,500 W 7TH ST,0,34.0467,-118.2556
870135,181118557,10/26/2018 12:00:00 AM,11,Northeast,1113,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),404.0,DEPARTMENT STORE,0,442.0,2600 COLORADO BL,0,34.1422,-118.223
870136,180105611,01/21/2018 12:00:00 AM,1,Central,162,210,ROBBERY,102.0,SIDEWALK,400.0,210.0,7TH ST,OLIVE,34.0467,-118.2556
870137,182112683,06/28/2018 12:00:00 AM,21,Topanga,2103,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),101.0,STREET,0,331.0,22400 ROSCOE BL,0,34.2259,-118.6126
870138,181218837,07/17/2018 12:00:00 AM,12,77th Street,1245,237,CHILD NEGLECT (SEE 300 W.I.C.),101.0,STREET,0,237.0,1500 W 69TH ST,0,33.977,-118.3024
870139,181322981,11/18/2018 12:00:00 AM,13,Newton,1342,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",102.0,SIDEWALK,500.0,230.0,100 E 36TH ST,0,34.0171,-118.2736
870140,180806645,02/22/2018 12:00:00 AM,8,West LA,885,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),108.0,PARKING LOT,0,331.0,PICO BL,MOTOR,34.05,-118.4106
870141,180807710,03/21/2018 12:00:00 AM,8,West LA,812,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,100 N KENTER AV,0,34.0661,-118.4868
870142,180704305,01/06/2018 12:00:00 AM,7,Wilshire,745,624,BATTERY - SIMPLE ASSAULT,121.0,YARD (RESIDENTIAL/BUSINESS),400.0,624.0,1100 S CLOVERDALE AV,0,34.0548,-118.3489
870143,181107510,03/17/2018 12:00:00 AM,11,Northeast,1129,624,BATTERY - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,624.0,6400 POLLARD ST,0,34.1198,-118.1783
870144,190411300,10/15/2018 12:00:00 AM,4,Hollenbeck,467,121,"RAPE, FORCIBLE",501.0,SINGLE FAMILY DWELLING,400.0,121.0,2700 E 6TH ST,0,34.0387,-118.2079
870145,180220721,10/01/2018 12:00:00 AM,2,Rampart,245,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,740.0,2500 W 4TH ST,0,34.0642,-118.2771
870146,182013954,07/09/2018 12:00:00 AM,20,Olympic,2071,440,THEFT PLAIN - PETTY ($950 & UNDER),210.0,RESTAURANT/FAST FOOD,0,440.0,1500 S WESTERN AV,0,34.0454,-118.3134
870147,181508189,03/18/2018 12:00:00 AM,15,N Hollywood,1543,440,THEFT PLAIN - PETTY ($950 & UNDER),222.0,LAUNDROMAT,0,440.0,LAUREL CANYON,CHANDLER,34.1687,-118.3965
870148,181613054,08/16/2018 12:00:00 AM,16,Foothill,1636,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),108.0,PARKING LOT,0,420.0,10400 SUNLAND BL,0,34.2644,-118.3386
870149,180612206,05/15/2018 12:00:00 AM,6,Hollywood,645,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),405.0,CLOTHING STORE,0,442.0,6800 HOLLYWOOD BL,0,34.1016,-118.3387
870150,182021055,11/25/2018 12:00:00 AM,20,Olympic,2097,624,BATTERY - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,624.0,1800 CORDOVA ST,0,34.0391,-118.2983
870151,181118417,10/18/2018 12:00:00 AM,11,Northeast,1102,440,THEFT PLAIN - PETTY ($950 & UNDER),144.0,GOLF COURSE*,0,440.0,3200 LOS FELIZ BL,0,34.1367,-118.2713
870152,181424216,11/14/2018 12:00:00 AM,14,Pacific,1441,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",101.0,STREET,0,740.0,PACIFIC AV,WASHINGTON BL,33.9798,-118.4656
870153,180106299,02/01/2018 12:00:00 AM,1,Central,171,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",735.0,NIGHT CLUB (OPEN EVENINGS ONLY),400.0,230.0,1000 S FIGUEROA ST,0,34.0457,-118.2665
870154,180910657,05/07/2018 12:00:00 AM,9,Van Nuys,981,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),104.0,DRIVEWAY,0,420.0,14900 GREENLEAF ST,0,34.1499,-118.4583
870155,180717694,10/05/2018 12:00:00 AM,7,Wilshire,733,354,THEFT OF IDENTITY,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,354.0,600 HAUSER BL,0,34.0637,-118.3562
870156,180622665,06/09/2018 12:00:00 AM,6,Hollywood,646,310,BURGLARY,710.0,OTHER PREMISE,0,310.0,6300 HOLLYWOOD BL,0,34.1016,-118.3267
870157,180921838,12/02/2018 12:00:00 AM,9,Van Nuys,929,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",501.0,SINGLE FAMILY DWELLING,0,740.0,13300 KITTRIDGE ST,0,34.1903,-118.4225
870158,181409304,03/29/2018 12:00:00 AM,14,Pacific,1469,761,BRANDISH WEAPON,103.0,ALLEY,206.0,761.0,7000 FLIGHT AV,0,33.9755,-118.3755
870159,180512493,06/26/2018 12:00:00 AM,5,Harbor,525,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",103.0,ALLEY,102.0,230.0,BAYVIEW AV,D ST,33.7738,-118.2698
870160,181504478,01/10/2018 12:00:00 AM,15,N Hollywood,1519,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),403.0,DRUG STORE,0,442.0,10900 VICTORY BL,0,34.1909,-118.3654
870161,181614571,09/23/2018 12:00:00 AM,16,Foothill,1678,440,THEFT PLAIN - PETTY ($950 & UNDER),501.0,SINGLE FAMILY DWELLING,0,440.0,10500 DORA ST,0,34.23,-118.3596
870162,180118185,07/10/2018 12:00:00 AM,1,Central,152,625,OTHER ASSAULT,738.0,LIBRARY,500.0,625.0,600 W 5TH ST,0,34.0502,-118.254
870163,180325669,11/17/2018 12:00:00 AM,3,Southwest,392,320,"BURGLARY, ATTEMPTED",501.0,SINGLE FAMILY DWELLING,0,320.0,4600 ARLINGTON AV,0,34.0016,-118.3181
870164,180412614,07/22/2018 12:00:00 AM,4,Hollenbeck,497,624,BATTERY - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,624.0,1200 S CONCORD ST,0,34.0226,-118.207
870165,180712727,06/28/2018 12:00:00 AM,7,Wilshire,736,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),203.0,OTHER BUSINESS,0,442.0,300 S LA BREA AV,0,34.0669,-118.3456
870166,182008827,03/29/2018 12:00:00 AM,20,Olympic,2034,626,INTIMATE PARTNER - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,434.0,700 IROLO ST,0,34.0598,-118.3009
870167,180915569,08/06/2018 12:00:00 AM,9,Van Nuys,901,354,THEFT OF IDENTITY,101.0,STREET,0,354.0,SHERMAN WY,SAN DIEGO 40,34.2085,-118.4698
870168,181813506,06/13/2018 12:00:00 AM,18,Southeast,1834,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),0,341.0,10500 AVALON BL,0,33.941,-118.2652
870169,182022083,12/14/2018 12:00:00 AM,20,Olympic,2044,626,INTIMATE PARTNER - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,626.0,900 IROLO ST,0,34.0559,-118.3009
870170,181810649,04/20/2018 12:00:00 AM,18,Southeast,1824,664,"BUNCO, PETTY THEFT",501.0,SINGLE FAMILY DWELLING,0,664.0,700 E 94TH ST,0,33.9511,-118.263
870171,181118356,10/22/2018 12:00:00 AM,11,Northeast,1162,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),402.0,MARKET,0,442.0,4500 W SUNSET BL,0,34.0982,-118.2874
870172,180509496,04/25/2018 12:00:00 AM,5,Harbor,563,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",122.0,"VEHICLE, PASSENGER/TRUCK",0,740.0,1700 S CABRILLO AV,0,33.7288,-118.2946
870173,181012647,06/25/2018 12:00:00 AM,10,West Valley,1025,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",203.0,OTHER BUSINESS,0,341.0,18400 SHERMAN WY,0,34.2012,-118.5342
870174,181821307,10/25/2018 12:00:00 AM,18,Southeast,1842,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",122.0,"VEHICLE, PASSENGER/TRUCK",0,740.0,200 W 109TH ST,0,33.9374,-118.2762
870175,182013861,07/08/2018 12:00:00 AM,20,Olympic,2081,210,ROBBERY,102.0,SIDEWALK,400.0,210.0,2200 W WASHINGTON BL,0,34.0418,-118.3134
870176,181813424,06/12/2018 12:00:00 AM,18,Southeast,1822,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),108.0,PARKING LOT,0,745.0,9400 S BROADWAY,0,33.951,-118.2781
870177,181705359,01/30/2018 12:00:00 AM,17,Devonshire,1717,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,16900 RINALDI ST,0,34.2793,-118.5
870178,181413199,05/25/2018 12:00:00 AM,14,Pacific,1428,330,BURGLARY FROM VEHICLE,108.0,PARKING LOT,0,330.0,10800 ROSE AV,0,34.0257,-118.4156
870179,180815364,08/28/2018 12:00:00 AM,8,West LA,882,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),122.0,"VEHICLE, PASSENGER/TRUCK",0,745.0,2100 CORINTH AV,0,34.039,-118.4434
870180,180614739,06/19/2018 12:00:00 AM,6,Hollywood,628,814,CHILD PORNOGRAPHY,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,814.0,1900 TAMARIND AV,0,34.1053,-118.3192
870181,181712801,06/30/2018 12:00:00 AM,17,Devonshire,1723,624,BATTERY - SIMPLE ASSAULT,102.0,SIDEWALK,400.0,624.0,DEVONSHIRE ST,WINNETKA AV,34.2573,-118.575
1031506,191207048,02/13/2019 12:00:00 AM,12,77th Street,1256,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,74TH,BROADWAY,33.9728,-118.2783
1031704,191308618,03/22/2019 12:00:00 AM,13,Newton,1377,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,1800 E 57TH ST,0,33.9913,-118.2411
1031787,191215163,06/01/2019 12:00:00 AM,12,77th Street,1273,350,"THEFT, PERSON",203.0,OTHER BUSINESS,0,350.0,89TH,WESTERN,33.9564,-118.309
1031955,191421165,09/28/2019 12:00:00 AM,14,Pacific,1491,480,BIKE - STOLEN,108.0,PARKING LOT,0,480.0,12000 VISTA DEL MAR,0,33.9355,-118.4386
1034338,190218479,09/15/2019 12:00:00 AM,2,Rampart,233,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,OCCIDENTAL,3RD,34.0677,-118.2821
1034620,191909999,05/06/2019 12:00:00 AM,19,Mission,1999,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,7800 WOODMAN AV,0,34.2157,-118.4297
1034760,190214562,07/06/2019 12:00:00 AM,2,Rampart,205,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,700 SILVER LAKE BL,0,34.0796,-118.2771
1034845,191821509,10/14/2019 12:00:00 AM,18,Southeast,1801,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,500 W 87TH ST,0,33.9587,-118.2827
1034985,191307645,03/08/2019 12:00:00 AM,13,Newton,1372,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,100 E 56TH ST,0,33.9916,-118.2739
1035124,190223243,12/13/2019 12:00:00 AM,2,Rampart,235,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,200 S CARONDELET ST,0,34.0674,-118.2753
1035374,191306169,02/08/2019 12:00:00 AM,13,Newton,1371,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,100 W 54TH ST,0,33.9934,-118.2739
1035543,191212725,04/30/2019 12:00:00 AM,12,77th Street,1215,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,NORMANDIE,54TH,33.9932,-118.3002
1035627,190204370,01/05/2019 12:00:00 AM,2,Rampart,219,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,BELLEVUE,SUNSET BL,34.0654,-118.2506
1035767,191309994,04/17/2019 12:00:00 AM,13,Newton,1331,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,ADAMS,HILL,34.0258,-118.2708
1097202,191306212,02/09/2019 12:00:00 AM,13,Newton,1385,310,BURGLARY,302.0,FACTORY,0,310.0,6100 AVALON BL,0,33.9843,-118.2652
1097394,191316332,08/06/2019 12:00:00 AM,13,Newton,1321,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),108.0,PARKING LOT,0,420.0,WASHINGTON,LOS ANGELES,34.0301,-118.2625
1097395,191715448,05/29/2019 12:00:00 AM,17,Devonshire,1798,901,VIOLATION OF RESTRAINING ORDER,501.0,SINGLE FAMILY DWELLING,0,901.0,8900 AQUEDUCT AV,0,34.232,-118.4742
1097396,191907301,03/12/2019 12:00:00 AM,19,Mission,1924,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,12200 BROOKMONT AV,0,34.2923,-118.4633
1097397,190715605,05/26/2019 12:00:00 AM,7,Wilshire,729,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",501.0,SINGLE FAMILY DWELLING,0,956.0,200 S LUCERNE BL,0,34.0711,-118.3248
1097398,191306180,02/10/2019 12:00:00 AM,13,Newton,1363,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",501.0,SINGLE FAMILY DWELLING,511.0,956.0,800 E 52ND ST,0,33.9983,-118.2608
1097399,191117446,10/01/2019 12:00:00 AM,11,Northeast,1183,441,THEFT PLAIN - ATTEMPT,203.0,OTHER BUSINESS,0,441.0,1600 W SUNSET BL,0,34.0832,-118.2572
1097400,191916663,09/17/2019 12:00:00 AM,19,Mission,1966,310,BURGLARY,507.0,CONDOMINIUM/TOWNHOUSE,0,310.0,14400 PLUMMER ST,0,34.2427,-118.4467
1097401,190509172,04/30/2019 12:00:00 AM,5,Harbor,523,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",710.0,OTHER PREMISE,0,341.0,500 FIGUEROA ST,0,33.7613,-118.2819
1097402,190313420,05/23/2019 12:00:00 AM,3,Southwest,341,624,BATTERY - SIMPLE ASSAULT,101.0,STREET,400.0,624.0,COLISEUM ST,REDONDO BL,34.0183,-118.3592
1097403,190911285,05/24/2019 12:00:00 AM,9,Van Nuys,979,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,4600 LONGRIDGE AV,0,34.154,-118.4214
1097404,191208802,02/25/2019 12:00:00 AM,12,77th Street,1245,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,1400 W 70TH ST,0,33.9762,-118.3003
1097405,191212613,04/29/2019 12:00:00 AM,12,77th Street,1243,626,INTIMATE PARTNER - SIMPLE ASSAULT,501.0,SINGLE FAMILY DWELLING,400.0,626.0,2000 W FLORENCE AV,0,33.979,-118.3112
1097406,190808797,04/21/2019 12:00:00 AM,8,West LA,858,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),402.0,MARKET,0,745.0,8800 W PICO BL,0,34.0548,-118.3837
1097407,190918786,10/18/2019 12:00:00 AM,9,Van Nuys,964,649,DOCUMENT FORGERY / STOLEN FELONY,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,649.0,4900 VAN NUYS BL,0,34.1594,-118.4487
1097408,191224441,10/09/2019 12:00:00 AM,12,77th Street,1267,624,BATTERY - SIMPLE ASSAULT,101.0,STREET,400.0,624.0,82ND,HOOVER,33.9643,-118.2871
1097409,190221886,11/16/2019 12:00:00 AM,2,Rampart,237,624,BATTERY - SIMPLE ASSAULT,801.0,MTA BUS,400.0,624.0,3RD ST,LOMA DR,34.0599,-118.2656
1097410,192014507,07/16/2019 12:00:00 AM,20,Olympic,2014,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,200 S HARVARD BL,0,34.0712,-118.3041
1097411,191119445,11/13/2019 12:00:00 AM,11,Northeast,1151,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,SUNSET,KENMORE,34.0981,-118.2972
1097412,190919526,11/07/2019 12:00:00 AM,9,Van Nuys,919,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),101.0,STREET,0,331.0,6600 WOODMAN AV,0,34.1904,-118.4312
1097413,191706728,02/16/2019 12:00:00 AM,17,Devonshire,1745,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",101.0,STREET,0,740.0,10300 ENCINO AV,0,34.2576,-118.5154
1097414,190108719,03/08/2019 12:00:00 AM,1,Central,165,624,BATTERY - SIMPLE ASSAULT,710.0,OTHER PREMISE,400.0,624.0,600 MAPLE AV,0,34.0439,-118.2479
1097415,191105392,01/27/2019 12:00:00 AM,11,Northeast,1123,510,VEHICLE - STOLEN,108.0,PARKING LOT,0,510.0,3900 BRUNSWICK AV,0,34.123,-118.264
1097416,190516897,09/15/2019 12:00:00 AM,5,Harbor,511,310,BURGLARY,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,310.0,1300 W 254TH ST,0,33.7938,-118.2999
1097417,190615036,06/27/2019 12:00:00 AM,6,Hollywood,632,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),108.0,PARKING LOT,0,331.0,CRESCENT HEIGHTS,SUNSET,34.098,-118.3656
1097418,190310379,04/07/2019 12:00:00 AM,3,Southwest,358,440,THEFT PLAIN - PETTY ($950 & UNDER),722.0,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,0,440.0,3700 MCCLINTOCK AV,0,34.0204,-118.29
1097419,190215231,07/20/2019 12:00:00 AM,2,Rampart,248,480,BIKE - STOLEN,101.0,STREET,0,480.0,300 LOMA DR,0,34.0599,-118.2655
1097420,192020437,11/21/2019 12:00:00 AM,20,Olympic,2024,440,THEFT PLAIN - PETTY ($950 & UNDER),922.0,MTA - PURPLE LINE - WILSHIRE/WESTERN,0,440.0,WILSHIRE BL,WESTERN AV,34.0617,-118.3091
1097421,190401105,08/10/2019 12:00:00 AM,4,Hollenbeck,466,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",203.0,OTHER BUSINESS,0,740.0,MICHIGAN,SAVANNAH,34.0425,-118.2026
1097422,191109414,04/23/2019 12:00:00 AM,11,Northeast,1133,354,THEFT OF IDENTITY,202.0,LIQUOR STORE,0,354.0,2800 FLETCHER DR,0,34.1117,-118.2498
1097423,190908855,04/04/2019 12:00:00 AM,9,Van Nuys,931,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),104.0,DRIVEWAY,0,420.0,15400 BLUCHER CT,0,34.184,-118.4716
1097424,190917444,09/25/2019 12:00:00 AM,9,Van Nuys,971,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),108.0,PARKING LOT,0,420.0,14900 MOORPARK ST,0,34.1533,-118.4574
1097425,190110965,04/11/2019 12:00:00 AM,1,Central,164,626,INTIMATE PARTNER - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,626.0,600 S SPRING ST,0,34.046,-118.2509
1097426,191817692,08/13/2019 12:00:00 AM,18,Southeast,1836,761,BRANDISH WEAPON,501.0,SINGLE FAMILY DWELLING,200.0,761.0,10600 FIRTH WK,0,33.9397,-118.2481
1097427,190814539,08/18/2019 12:00:00 AM,8,West LA,808,440,THEFT PLAIN - PETTY ($950 & UNDER),501.0,SINGLE FAMILY DWELLING,0,440.0,9700 OAK PASS RD,0,34.1171,-118.4298
